StockCode,CurrentPrice,OptimalPrice,PriceChange(%),CurrentQuantity,EstimatedQuantity,CurrentRevenue,EstimatedRevenue,RevenueGain,RevenueGain(%),Elasticity
84707A,1.95,9.76,400.42,4,2,7.8,19.52,11.72,150.21,-0.0
23544,3.95,6.51,64.69,1,3,3.95,19.52,15.57,394.06,-2.79
21811,0.39,0.5,28.12,1,39,0.39,19.49,19.1,4896.73,-2.34
21624,5.95,4.87,-18.16,1,4,5.95,19.48,13.53,227.34,-3.18
22774,1.25,1.5,19.86,12,13,15.0,19.48,4.48,29.85,0.41
90125C,2.1,1.77,-15.71,1,11,2.1,19.47,17.37,827.14,-0.67
21731,1.65,1.94,17.7,24,10,39.6,19.42,-20.18,-50.96,-0.47
22500,1.25,3.24,158.92,4,6,5.0,19.42,14.42,288.37,-4.01
37479B,0.39,0.72,84.25,1,27,0.39,19.4,19.01,4874.84,-5.9
21043,1.95,2.77,41.98,2,7,3.9,19.38,15.48,396.92,0.74
22721,1.95,3.88,98.75,1,5,1.95,19.38,17.43,893.73,-2.85
21109,1.95,3.87,98.45,12,5,23.4,19.35,-4.05,-17.31,-2.38
22393,0.39,2.15,450.25,36,9,14.04,19.31,5.27,37.56,-0.95
22318,2.95,2.41,-18.25,1,8,2.95,19.29,16.34,554.02,-3.04
85035B,1.25,2.14,71.43,1,9,1.25,19.29,18.04,1442.86,-2.18
84360,5.95,4.81,-19.12,2,4,11.9,19.25,7.35,61.76,-2.95
23239,1.65,3.2,94.06,6,6,9.9,19.21,9.31,94.06,-2.65
21394,0.39,0.35,-9.25,6,54,2.34,19.11,16.77,716.72,-2.29
22911,2.95,2.39,-19.04,6,8,17.7,19.11,1.41,7.95,-3.2
20682,3.25,2.73,-16.02,12,7,39.0,19.11,-19.89,-51.01,-2.4
21907,2.1,1.74,-17.32,12,11,25.2,19.1,-6.1,-24.21,-3.04
22700,2.95,2.73,-7.55,3,7,8.85,19.09,10.24,115.71,-0.65
22224,2.95,2.39,-19.11,2,8,5.9,19.09,13.19,223.55,-2.41
20675,1.25,1.0,-19.63,6,19,7.5,19.09,11.59,154.52,-4.67
84707B,1.95,9.54,389.23,12,2,23.4,19.08,-4.32,-18.46,-0.0
22947,7.95,9.54,20.0,5,2,39.75,19.08,-20.67,-52.0,2.09
35598B,0.65,1.0,54.49,24,19,15.6,19.08,3.48,22.31,-2.31
84459A,1.49,1.19,-20.0,2,16,2.98,19.07,16.09,540.0,-5.1
22352,2.55,2.12,-17.0,1,9,2.55,19.05,16.5,647.03,-3.16
22181,0.85,0.68,-20.0,4,28,3.4,19.04,15.64,460.0,-4.85
78033,5.95,4.76,-20.0,2,4,11.9,19.04,7.14,60.0,-2.08
22962,0.85,0.68,-20.15,1,28,0.85,19.0,18.15,2135.75,-3.79
21927,1.25,1.0,-20.0,10,19,12.5,19.0,6.5,52.0,-5.44
22480,1.25,1.0,-20.0,1,19,1.25,19.0,17.75,1420.0,-5.32
21562,1.25,1.0,-20.0,12,19,15.0,19.0,4.0,26.67,-4.37
23166,1.04,1.0,-3.85,48,19,49.92,19.0,-30.92,-61.94,-3.68
22963,0.85,0.68,-20.18,12,28,10.2,19.0,8.8,86.25,-3.89
22245,0.85,0.68,-20.24,1,28,0.85,18.98,18.13,2133.15,-4.65
84575A,1.95,4.74,143.08,10,4,19.5,18.96,-0.54,-2.77,0.74
21359,3.95,4.74,20.0,1,4,3.95,18.96,15.01,380.0,0.41
22759,1.65,1.35,-18.2,2,14,3.3,18.9,15.6,472.61,-2.66
22076,0.39,1.72,340.32,24,11,9.36,18.89,9.53,101.82,1.09
21106,2.55,2.36,-7.45,24,8,61.2,18.88,-42.32,-69.15,-4.38
22361,2.95,2.36,-20.0,1,8,2.95,18.88,15.93,540.0,-5.05
22252,1.25,0.99,-20.53,12,19,15.0,18.87,3.87,25.83,-4.56
85131A,1.25,0.99,-20.55,3,19,3.75,18.87,15.12,403.17,-2.75
21164,2.95,2.36,-20.06,1,8,2.95,18.87,15.92,539.51,-2.86
22834,2.1,1.57,-25.22,12,12,25.2,18.85,-6.35,-25.22,-2.44
85144,1.95,4.71,141.36,65,4,126.75,18.83,-107.92,-85.15,0.68
23273,1.65,1.34,-18.58,9,14,14.85,18.81,3.96,26.66,-1.77
22454,2.95,2.35,-20.31,4,8,11.8,18.81,7.01,59.38,-3.48
35646,1.25,1.18,-5.99,4,16,5.0,18.8,13.8,276.03,-1.87
22623,5.95,4.69,-21.12,3,4,17.85,18.77,0.92,5.17,-1.99
23357,1.65,3.75,127.52,4,5,6.6,18.77,12.17,184.39,-2.59
23272,0.39,1.88,381.14,12,10,4.68,18.76,14.08,300.95,0.2
85015,0.65,0.81,25.33,1,23,0.65,18.74,18.09,2782.62,-1.7
85039C,1.63,1.7,4.47,1,11,1.63,18.73,17.1,1049.2,-0.15
23579,1.95,1.56,-20.0,2,12,3.9,18.72,14.82,380.0,-5.04
22800,3.75,3.12,-16.8,4,6,15.0,18.72,3.72,24.8,-2.65
35001W,2.0,3.74,87.05,6,5,12.0,18.7,6.7,55.87,2.87
22936,3.25,2.67,-17.85,4,7,13.0,18.69,5.69,43.76,-3.51
85034A,1.25,2.67,113.49,24,7,30.0,18.68,-11.32,-37.73,0.53
23301,1.65,1.33,-19.24,24,14,39.6,18.66,-20.94,-52.89,-3.44
23274,1.65,1.43,-13.11,8,13,13.2,18.64,5.44,41.19,-1.88
21559,2.55,2.07,-18.9,6,9,15.3,18.61,3.31,21.66,-2.89
20956,1.25,1.03,-17.37,12,18,15.0,18.59,3.59,23.94,-2.66
21912,3.75,3.09,-17.49,4,6,15.0,18.57,3.57,23.77,-2.95
22447,1.25,3.7,196.4,12,5,15.0,18.52,3.52,23.5,1.33
23270,1.45,1.16,-20.18,4,16,5.8,18.52,12.72,219.28,-3.96
22730,3.75,3.08,-17.85,4,6,15.0,18.48,3.48,23.22,-2.69
22514,2.1,1.68,-20.0,2,11,4.2,18.48,14.28,340.0,-6.17
21794,3.95,3.7,-6.44,31,5,122.45,18.48,-103.97,-84.91,-1.36
23329,1.65,1.32,-20.04,2,14,3.3,18.47,15.17,459.71,-3.86
22931,2.55,2.05,-19.57,6,9,15.3,18.46,3.16,20.65,-4.1
21471,3.75,3.08,-18.0,1,6,3.75,18.45,14.7,392.0,-3.46
22940,4.25,3.69,-13.22,1,5,4.25,18.44,14.19,333.88,-2.86
20677,1.25,1.02,-18.07,6,18,7.5,18.43,10.93,145.78,-4.06
22324,4.13,2.05,-50.46,1,9,4.13,18.41,14.28,345.84,-2.54
21717,2.55,2.04,-20.0,6,9,15.3,18.36,3.06,20.0,-3.75
20828,2.55,2.04,-20.0,6,9,15.3,18.36,3.06,20.0,-4.03
20893,2.1,2.04,-2.86,59,9,123.9,18.36,-105.54,-85.18,-4.54
20982,0.85,0.68,-20.06,12,27,10.2,18.35,8.15,79.87,-5.42
22619,3.75,3.06,-18.46,8,6,30.0,18.35,-11.65,-38.85,-2.27
23525,3.75,3.06,-18.49,1,6,3.75,18.34,14.59,389.06,-2.46
23527,3.75,3.06,-18.5,1,6,3.75,18.34,14.59,388.98,-2.17
20718,1.25,1.02,-18.55,10,18,12.5,18.33,5.83,46.61,-3.92
22549,1.45,1.22,-15.77,24,15,34.8,18.32,-16.48,-47.36,-2.44
35953,0.39,0.41,4.35,12,45,4.68,18.31,13.63,291.31,-1.45
21773,1.25,0.87,-30.25,1,21,1.25,18.31,17.06,1364.72,-2.88
21369,1.25,1.31,4.62,12,14,15.0,18.31,3.31,22.05,-3.0
22932,2.55,2.03,-20.25,4,9,10.2,18.3,8.1,79.43,-4.54
84509G,1.25,3.05,143.63,12,6,15.0,18.27,3.27,21.81,-0.69
21868,3.29,1.07,-67.35,2,17,6.58,18.26,11.68,177.55,-3.39
23524,3.75,3.04,-18.92,1,6,3.75,18.24,14.49,386.51,-2.62
21531,2.55,2.03,-20.57,6,9,15.3,18.23,2.93,19.15,-3.59
20846,1.25,1.01,-19.16,24,18,30.0,18.19,-11.81,-39.37,-3.41
22989,3.25,2.59,-20.17,1,7,3.25,18.16,14.91,458.82,-2.22
21669,1.45,1.07,-26.42,1,17,1.45,18.14,16.69,1150.79,-2.56
84826,0.19,0.67,253.48,60,27,11.4,18.13,6.73,59.07,-0.15
21286,0.59,1.51,155.82,12,12,7.08,18.11,11.03,155.82,-0.82
84674,2.95,2.26,-23.29,1,8,2.95,18.1,15.15,513.66,-2.9
22259,1.25,1.29,3.31,1,14,1.25,18.08,16.83,1346.33,-0.41
22473,1.95,3.61,85.2,8,5,15.6,18.06,2.46,15.75,-1.57
21617,1.25,1.81,44.41,22,10,27.5,18.05,-9.45,-34.36,-2.86
21504,0.42,0.33,-20.48,24,54,10.08,18.04,7.96,78.93,-5.04
23532,1.95,3.61,84.96,6,5,11.7,18.03,6.33,54.13,-2.7
22482,1.25,1.0,-20.0,3,18,3.75,18.0,14.25,380.0,-5.38
23158,2.08,1.8,-13.51,1,10,2.08,17.99,15.91,764.9,-1.7
23210,1.25,1.5,19.88,12,12,15.0,17.98,2.98,19.88,0.0
23211,1.25,1.5,19.82,5,12,6.25,17.97,11.72,187.56,0.0
23295,0.83,0.66,-20.09,1,27,0.83,17.91,17.08,2057.55,-5.09
84976,0.79,0.81,2.88,3,22,2.37,17.88,15.51,654.44,-3.43
23122,0.83,0.66,-20.23,1,27,0.83,17.88,17.05,2053.78,-5.06
37448,1.49,1.19,-20.08,6,15,8.94,17.86,8.92,99.79,-3.26
17013D,0.42,0.99,136.19,12,18,5.04,17.86,12.82,254.29,-3.33
84906,1.95,3.57,82.92,3,5,5.85,17.84,11.99,204.87,-2.98
22357,4.25,3.56,-16.2,1,5,4.25,17.81,13.56,318.98,-3.03
85129B,2.46,1.11,-54.82,1,16,2.46,17.78,15.32,622.93,-4.2
84595E,1.65,2.54,53.94,12,7,19.8,17.78,-2.02,-10.2,-0.0
22418,0.85,0.74,-13.13,48,24,40.8,17.72,-23.08,-56.57,-1.53
21672,1.45,1.04,-28.12,12,17,17.4,17.72,0.32,1.84,-2.53
23187,0.29,0.25,-12.88,4,70,1.16,17.69,16.53,1424.6,-3.87
23404,3.26,5.89,80.74,10,3,32.6,17.68,-14.92,-45.78,0.01
84818,0.79,1.1,39.8,1,16,0.79,17.67,16.88,2136.84,-1.33
17084R,0.21,0.25,16.83,72,72,15.12,17.66,2.54,16.83,0.0
20974,0.65,0.52,-20.08,1,34,0.65,17.66,17.01,2617.12,-4.08
23331,0.63,0.5,-20.0,6,35,3.78,17.64,13.86,366.67,-3.44
21671,1.25,1.04,-17.06,96,17,120.0,17.62,-102.38,-85.31,-2.47
23533,1.95,4.4,125.54,6,4,11.7,17.59,5.89,50.36,-3.33
22376,4.25,3.52,-17.22,1,5,4.25,17.59,13.34,313.9,-4.24
84879,1.69,1.35,-20.0,16,13,27.04,17.58,-9.46,-35.0,-1.21
23167,0.69,0.68,-2.06,96,26,66.24,17.57,-48.67,-73.47,-3.56
21231,1.25,1.03,-17.35,4,17,5.0,17.56,12.56,251.25,-2.83
21285,0.39,1.95,400.19,12,9,4.68,17.56,12.88,275.14,-0.56
23144,0.83,0.67,-18.78,12,26,9.96,17.53,7.57,75.99,-2.87
20933,2.95,2.5,-15.18,1,7,2.95,17.52,14.57,493.75,-4.69
23191,1.65,1.35,-18.38,12,13,19.8,17.51,-2.29,-11.58,-3.0
47343A,0.83,1.17,40.45,12,15,9.96,17.49,7.53,75.56,1.77
22812,1.95,1.75,-10.33,4,10,7.8,17.49,9.69,124.17,-1.99
84952B,7.46,4.36,-41.56,1,4,7.46,17.44,9.98,133.74,-0.5
85152,1.85,1.74,-5.75,48,10,88.8,17.44,-71.36,-80.37,-2.81
22190,0.39,1.45,272.52,24,12,9.36,17.43,8.07,86.26,-1.97
21499,0.42,0.34,-20.2,25,52,10.5,17.43,6.93,65.98,-3.1
22740,0.85,0.97,13.88,89,18,75.65,17.42,-58.23,-76.97,0.0
22150,1.65,1.58,-4.15,40,11,66.0,17.4,-48.6,-73.64,-3.53
22702,2.1,2.17,3.44,2,8,4.2,17.38,13.18,313.77,-0.09
22025,0.42,0.33,-20.66,12,52,5.04,17.33,12.29,243.82,-5.0
21817,0.39,0.4,3.2,16,43,6.24,17.31,11.07,177.36,-4.8
22144,2.1,1.73,-17.62,1,10,2.1,17.3,15.2,723.82,-3.02
22652,1.65,1.33,-19.4,1,13,1.65,17.29,15.64,947.81,-2.51
21390,1.25,1.02,-18.78,6,17,7.5,17.26,9.76,130.11,-1.15
22993,1.25,1.01,-18.93,12,17,15.0,17.23,2.23,14.85,-3.09
22898,1.95,1.57,-19.72,2,11,3.9,17.22,13.32,341.57,-3.2
23215,2.08,1.72,-17.33,12,10,24.96,17.2,-7.76,-31.11,-1.39
23056,12.46,5.72,-54.06,1,3,12.46,17.17,4.71,37.82,-1.49
22065,0.39,0.49,25.78,4,35,1.56,17.17,15.61,1000.54,-2.32
84660B,0.79,1.23,55.1,86,14,67.94,17.15,-50.79,-74.75,-1.02
22632,2.1,1.71,-18.5,12,10,25.2,17.12,-8.08,-32.08,-2.64
22183,6.75,5.7,-15.49,1,3,6.75,17.11,10.36,153.52,-2.4
22244,1.95,1.55,-20.29,1,11,1.95,17.1,15.15,776.81,-2.35
85039A,1.65,1.31,-20.31,2,13,3.3,17.09,13.79,418.01,-4.06
22816,0.42,0.33,-20.32,24,51,10.08,17.07,6.99,69.33,-4.47
22429,4.25,3.41,-19.76,1,5,4.25,17.05,12.8,301.2,-2.72
21561,2.55,2.13,-16.62,1,8,2.55,17.01,14.46,567.04,-3.35
22664,0.79,1.7,115.02,20,10,15.8,16.99,1.19,7.51,-3.18
21679,0.85,0.68,-20.14,6,25,5.1,16.97,11.87,232.73,-3.69
23061,1.25,1.0,-20.15,6,17,7.5,16.97,9.47,126.24,-2.48
23501,1.25,1.0,-20.17,1,17,1.25,16.96,15.71,1257.03,-2.26
22745,2.1,1.7,-19.27,6,10,12.6,16.95,4.35,34.55,-3.8
23145,0.95,0.77,-18.89,12,22,11.4,16.95,5.55,48.7,-2.83
85198,0.85,0.65,-23.29,12,26,10.2,16.95,6.75,66.2,-2.79
21586,2.1,2.12,0.86,96,8,201.6,16.94,-184.66,-91.6,-1.6
15044A,5.79,2.42,-58.21,1,7,5.79,16.94,11.15,192.55,-2.04
23126,4.95,4.23,-14.48,1,4,4.95,16.93,11.98,242.08,-1.81
22588,2.89,2.42,-16.39,6,7,17.34,16.91,-0.43,-2.45,-2.58
84952C,3.75,2.82,-24.83,3,6,11.25,16.91,5.66,50.33,-2.19
22428,6.95,5.64,-18.91,1,3,6.95,16.91,9.96,143.26,-3.53
22604,2.55,2.11,-17.25,1,8,2.55,16.88,14.33,561.96,-3.97
84658,6.95,8.43,21.36,2,2,13.9,16.87,2.97,21.36,0.0
17096,0.21,0.17,-21.39,24,102,5.04,16.84,11.8,234.11,-3.69
22665,2.95,2.4,-18.61,1,7,2.95,16.81,13.86,469.76,-3.29
22517,2.1,1.68,-20.0,1,10,2.1,16.8,14.7,700.0,-6.17
90209A,2.1,1.68,-20.0,40,10,84.0,16.8,-67.2,-80.0,-4.17
21915,1.25,1.53,22.15,2,11,2.5,16.8,14.3,571.84,0.1
21420,0.79,2.4,203.3,24,7,18.96,16.77,-2.19,-11.54,-3.96
21012,2.1,1.68,-20.2,2,10,4.2,16.76,12.56,299.0,-3.51
18097C,2.55,2.09,-18.0,1,8,2.55,16.73,14.18,556.0,-2.82
21172,1.45,1.19,-17.67,2,14,2.9,16.71,13.81,476.32,-3.53
72800E,0.79,1.86,134.98,12,9,9.48,16.71,7.23,76.23,-3.63
21641,0.29,0.4,37.14,48,42,13.92,16.7,2.78,20.0,-2.65
22070,3.75,3.34,-10.96,2,5,7.5,16.7,9.2,122.6,-2.17
23096,3.29,1.39,-57.8,1,12,3.29,16.66,13.37,406.43,-2.86
22913,4.95,4.16,-16.0,3,4,14.85,16.63,1.78,12.0,-3.74
23413,4.95,4.16,-16.0,3,4,14.85,16.63,1.78,12.0,-2.88
22937,2.55,2.08,-18.5,12,8,30.6,16.63,-13.97,-45.66,-1.86
22297,1.25,1.51,20.9,24,11,30.0,16.62,-13.38,-44.59,-0.2
22188,2.31,3.32,43.9,10,5,23.1,16.62,-6.48,-28.05,-2.89
21710,4.95,4.15,-16.07,1,4,4.95,16.62,11.67,235.72,-2.08
22460,1.25,1.04,-17.08,12,16,15.0,16.58,1.58,10.56,-2.09
22342,0.75,0.79,5.1,24,21,18.0,16.55,-1.45,-8.04,-1.48
23302,0.79,1.27,60.93,24,13,18.96,16.53,-2.43,-12.83,-4.65
22654,5.95,5.5,-7.53,2,3,11.9,16.51,4.61,38.7,-1.64
20724,0.85,0.69,-19.25,10,24,8.5,16.47,7.97,93.81,-4.15
21705,0.39,1.37,251.99,24,12,9.36,16.47,7.11,75.99,-1.05
70007,0.79,1.17,48.71,6,14,4.74,16.45,11.71,246.99,-1.84
23157,1.85,1.83,-1.23,115,9,212.75,16.45,-196.3,-92.27,-1.34
23121,0.42,0.33,-20.25,1,49,0.42,16.41,15.99,3807.83,-5.56
23107,0.79,3.28,315.3,4,5,3.16,16.4,13.24,419.13,-0.0
22493,1.65,1.37,-17.23,12,12,19.8,16.39,-3.41,-17.23,-1.82
23176,2.25,1.82,-19.07,8,9,18.0,16.39,-1.61,-8.96,-2.78
21519,0.42,0.33,-20.42,12,49,5.04,16.38,11.34,224.96,-4.83
23697,0.42,0.33,-20.42,12,49,5.04,16.38,11.34,224.94,-5.0
21682,4.95,5.46,10.28,1,3,4.95,16.38,11.43,230.83,-0.37
23286,0.85,0.68,-20.0,3,24,2.55,16.32,13.77,540.0,-5.12
23287,0.85,0.68,-20.0,8,24,6.8,16.32,9.52,140.0,-5.12
22909,0.85,0.68,-20.0,1,24,0.85,16.32,15.47,1820.0,-4.03
85023B,2.55,2.04,-20.0,1,8,2.55,16.32,13.77,540.0,-4.54
22571,0.85,0.68,-20.0,2,24,1.7,16.32,14.62,860.0,-4.63
21756,5.45,5.44,-0.18,18,3,98.1,16.32,-81.78,-83.36,-1.54
90210A,2.95,2.03,-31.03,2,8,5.9,16.28,10.38,175.89,-0.61
18094C,1.25,0.96,-23.41,3,17,3.75,16.27,12.52,333.99,-3.01
22731,1.25,1.63,30.15,18,10,22.5,16.27,-6.23,-27.69,0.81
22248,0.85,0.68,-20.26,16,24,13.6,16.27,2.67,19.61,-5.02
90083,0.19,1.02,434.74,12,16,2.28,16.26,13.98,612.98,-5.66
79000,0.85,1.01,19.31,12,16,10.2,16.23,6.03,59.08,0.31
22686,1.25,1.01,-18.88,2,16,2.5,16.22,13.72,548.98,-4.01
22650,1.45,1.16,-20.11,1,14,1.45,16.22,14.77,1018.53,-3.47
21156,1.65,1.62,-1.71,60,10,99.0,16.22,-82.78,-83.62,-2.52
22992,1.95,1.62,-16.93,12,10,23.4,16.2,-7.2,-30.77,-2.07
22377,2.1,1.62,-22.99,2,10,4.2,16.17,11.97,285.03,-1.99
22064,0.39,1.34,244.59,48,12,18.72,16.13,-2.59,-13.85,-1.59
23055,6.25,5.38,-14.0,1,3,6.25,16.12,9.88,158.0,-1.48
21171,1.45,1.15,-20.57,2,14,2.9,16.12,13.22,456.0,-5.78
20674,1.25,1.01,-19.47,6,16,7.5,16.11,8.61,114.74,-3.91
85131B,0.83,1.07,29.34,10,15,8.3,16.1,7.8,94.01,1.98
22815,0.42,0.33,-20.3,12,48,5.04,16.07,11.03,218.8,-5.0
22990,1.95,4.01,105.58,1,4,1.95,16.04,14.09,722.33,-2.18
23695,0.42,0.33,-20.5,12,48,5.04,16.03,10.99,218.01,-5.0
75049L,1.25,1.0,-20.0,6,16,7.5,16.0,8.5,113.33,-3.13
21066,1.25,1.0,-20.0,1,16,1.25,16.0,14.75,1180.0,-5.18
20819,3.75,3.2,-14.72,2,5,7.5,15.99,8.49,113.19,-3.4
23330,1.25,1.0,-20.07,4,16,5.0,15.99,10.99,219.74,-3.83
22789,1.95,1.6,-18.08,4,10,7.8,15.97,8.17,104.8,-2.81
22639,0.79,2.0,152.59,32,8,25.28,15.96,-9.32,-36.85,-3.04
85183A,1.25,1.06,-14.86,1,15,1.25,15.96,14.71,1177.04,-3.44
21564,0.79,2.28,188.62,24,7,18.96,15.96,-3.0,-15.82,-2.05
22449,3.35,3.99,19.06,1,4,3.35,15.95,12.6,376.24,0.75
85170C,2.1,1.6,-24.04,7,10,14.7,15.95,1.25,8.51,-2.07
23128,4.95,3.99,-19.46,2,4,9.9,15.95,6.05,61.08,-1.64
47591D,1.95,1.59,-18.36,8,10,15.6,15.92,0.32,2.05,-3.14
23068,2.49,1.99,-20.1,5,8,12.45,15.92,3.47,27.84,-2.39
17090A,1.25,0.94,-25.12,9,17,11.25,15.91,4.66,41.44,-2.07
22809,2.95,2.65,-10.15,1,6,2.95,15.9,12.95,439.08,-1.71
22349,3.75,3.18,-15.23,1,5,3.75,15.89,12.14,323.85,-1.66
22389,0.39,1.59,307.27,3,10,1.17,15.88,14.71,1257.56,-1.99
77101A,1.25,0.99,-20.61,19,16,23.75,15.88,-7.87,-33.14,-5.35
23521,1.25,2.27,81.41,1,7,1.25,15.87,14.62,1169.84,-1.03
22431,1.95,1.59,-18.64,6,10,11.7,15.86,4.16,35.59,-3.76
23271,0.83,0.69,-16.96,16,23,13.28,15.85,2.57,19.37,-1.28
21850,4.95,3.96,-20.0,1,4,4.95,15.84,10.89,220.0,-5.9
85035C,1.25,2.64,110.99,1,6,1.25,15.82,14.57,1165.97,-0.52
22355,0.85,0.69,-19.08,10,23,8.5,15.82,7.32,86.11,-4.12
20619,4.13,2.63,-36.26,1,6,4.13,15.79,11.66,282.43,-0.5
72816,2.46,1.05,-57.21,7,15,17.22,15.79,-1.43,-8.32,-1.39
22818,0.42,0.34,-20.14,12,47,5.04,15.76,10.72,212.79,-4.0
22817,0.42,0.33,-20.36,24,47,10.08,15.72,5.64,55.96,-5.23
20719,0.85,0.68,-19.69,10,23,8.5,15.7,7.2,84.71,-3.83
22115,0.79,1.21,52.67,5,13,3.95,15.68,11.73,296.94,-2.79
84663A,0.79,2.61,230.63,7,6,5.53,15.67,10.14,183.4,-0.02
22142,1.45,1.2,-16.92,1,13,1.45,15.66,14.21,980.02,-2.95
84660C,0.79,1.12,41.59,1,14,0.79,15.66,14.87,1882.22,-0.87
23403,3.75,3.13,-16.52,8,5,30.0,15.65,-14.35,-47.83,-3.06
21122,1.25,1.2,-3.7,24,13,30.0,15.65,-14.35,-47.83,-1.02
23285,0.85,0.68,-20.0,1,23,0.85,15.64,14.79,1740.0,-5.13
22572,0.85,0.68,-20.0,6,23,5.1,15.64,10.54,206.67,-4.96
21080,0.85,0.68,-20.03,3,23,2.55,15.63,13.08,513.12,-4.39
21876,1.65,1.11,-32.44,2,14,3.3,15.61,12.31,372.93,-1.7
23026,2.08,1.73,-16.67,6,9,12.48,15.6,3.12,25.0,-1.81
22250,0.85,0.68,-20.21,5,23,4.25,15.6,11.35,267.05,-5.02
21871,1.65,1.11,-32.65,18,14,29.7,15.56,-14.14,-47.61,-2.81
22305,2.55,3.11,21.88,12,5,30.6,15.54,-15.06,-49.22,-0.98
85116,0.65,0.97,49.37,3,16,1.95,15.53,13.58,696.64,-1.86
21411,1.95,3.11,59.31,2,5,3.9,15.53,11.63,298.27,-2.32
22141,2.1,1.73,-17.83,6,9,12.6,15.53,2.93,23.25,-2.89
84708B,4.95,3.87,-21.74,1,4,4.95,15.5,10.55,213.04,-1.14
79030D,0.39,0.44,13.35,12,35,4.68,15.47,10.79,230.6,-3.93
22550,3.75,3.09,-17.6,4,5,15.0,15.45,0.45,3.0,-2.21
22320,5.95,5.14,-13.61,1,3,5.95,15.42,9.47,159.18,-1.33
21793,7.46,3.86,-48.32,3,4,22.38,15.42,-6.96,-31.09,-1.63
22174,1.65,1.4,-15.05,24,11,39.6,15.42,-24.18,-61.06,-2.61
23522,1.25,2.2,76.17,12,7,15.0,15.42,0.42,2.77,-2.18
22426,3.75,3.08,-18.0,1,5,3.75,15.38,11.62,310.0,-3.13
23400,6.25,5.12,-18.0,1,3,6.25,15.38,9.12,146.0,-2.42
84843,5.95,5.12,-14.0,2,3,11.9,15.35,3.45,29.0,-3.31
84509A,3.75,3.07,-18.16,4,5,15.0,15.35,0.35,2.3,-2.3
22264,0.85,0.55,-35.53,2,28,1.7,15.34,13.64,802.59,-1.45
22147,1.45,1.18,-18.69,33,13,47.85,15.33,-32.52,-67.97,-2.68
22077,1.95,1.92,-1.76,12,8,23.4,15.33,-8.07,-34.51,-0.86
90195A,2.95,7.65,159.47,6,2,17.7,15.31,-2.39,-13.51,-0.0
21633,12.75,15.3,20.0,3,1,38.25,15.3,-22.95,-60.0,-0.41
21631,12.75,15.3,20.0,1,1,12.75,15.3,2.55,20.0,-0.34
23025,2.08,2.55,22.57,12,6,24.96,15.3,-9.66,-38.71,-0.29
22448,1.25,3.82,205.74,1,4,1.25,15.29,14.04,1122.98,0.27
22852,4.25,5.09,19.86,12,3,51.0,15.28,-35.72,-70.03,1.68
84926F,0.29,0.76,163.35,2,20,0.58,15.27,14.69,2533.51,-1.54
84800L,2.12,1.7,-20.0,6,9,12.72,15.26,2.54,20.0,-2.89
23102,0.83,0.66,-20.08,2,23,1.66,15.26,13.6,819.14,-5.27
22974,1.65,1.39,-15.94,1,11,1.65,15.26,13.61,824.7,-1.89
22475,1.95,3.81,95.54,2,4,3.9,15.25,11.35,291.08,-3.85
22474,1.95,3.81,95.29,1,4,1.95,15.23,13.28,681.17,-3.4
22673,1.25,1.01,-18.84,2,15,2.5,15.22,12.72,508.67,-3.55
17109D,0.38,1.08,185.47,16,14,6.08,15.19,9.11,149.79,0.77
35637A,1.95,2.17,11.25,2,7,3.9,15.19,11.29,289.39,-2.98
84347,2.55,3.04,19.06,24,5,61.2,15.18,-46.02,-75.19,-0.77
22187,1.95,3.04,55.67,6,5,11.7,15.18,3.48,29.73,-0.84
84945,0.85,0.72,-14.97,24,21,20.4,15.18,-5.22,-25.6,-1.33
22201,1.25,3.03,142.46,2,5,2.5,15.15,12.65,506.15,-4.15
21809,0.39,0.58,49.41,2,26,0.78,15.15,14.37,1842.27,-2.28
22775,1.25,1.01,-19.27,12,15,15.0,15.14,0.14,0.91,-1.7
20794,2.55,3.03,18.68,1,5,2.55,15.13,12.58,493.38,0.0
72351A,2.1,1.68,-20.0,1,9,2.1,15.12,13.02,620.0,-3.55
21506,0.42,0.34,-20.09,12,45,5.04,15.1,10.06,199.66,-5.17
22822,5.95,5.03,-15.54,1,3,5.95,15.08,9.13,153.38,-1.57
22741,0.85,0.84,-1.65,48,18,40.8,15.05,-25.75,-63.12,-4.97
22360,2.95,2.5,-15.22,4,6,11.8,15.01,3.21,27.17,-3.27
22589,4.96,3.75,-24.38,3,4,14.88,15.0,0.12,0.83,-0.88
85104,1.25,3.75,200.04,2,4,2.5,15.0,12.5,500.07,0.0
22661,0.85,0.68,-19.78,10,22,8.5,15.0,6.5,76.49,-4.14
23505,1.25,1.0,-20.0,12,15,15.0,15.0,0.0,0.0,-4.61
37500,4.95,7.5,51.42,1,2,4.95,14.99,10.04,202.84,-0.56
21640,0.85,0.68,-20.0,1,22,0.85,14.96,14.11,1660.0,-4.85
23288,0.85,0.68,-20.0,8,22,6.8,14.96,8.16,120.0,-5.08
35599D,2.95,2.14,-27.56,40,7,118.0,14.96,-103.04,-87.32,-1.83
72812,4.13,3.74,-9.49,1,4,4.13,14.95,10.82,262.03,-0.17
21067,1.25,1.0,-20.28,1,15,1.25,14.95,13.7,1095.85,-5.56
23515,2.08,2.49,19.71,6,6,12.48,14.94,2.46,19.71,1.79
22249,0.85,0.68,-20.14,3,22,2.55,14.93,12.38,485.62,-4.85
